# direct-r10 frame audit, one row per disassembled function region
# max_offset	references	provenance	symbol
# regions=1077 first_party_regions=927 deepest=4096 at _ZN10clutch_sbf11claim_truth21observe_outcome_mints
    0	     0	other	_RNvCscR3e5J6VSLN_7___rustc35___rust_no_alloc_shim_is_unstable_v2
    0	     0	other	_RNvCscR3e5J6VSLN_7___rustc8___rg_oom
    0	     0	other	_ZN106_$LT$core..ops..range..Range$LT$usize$GT$$u20$as$u20$core..slice..index..SliceIndex$LT$$u5b$T$u5d$$GT$$GT$9index_mut
    0	     0	other	_ZN111_$LT$alloc..vec..Vec$LT$T$GT$$u20$as$u20$alloc..vec..spec_from_iter_nested..SpecFromIterNested$LT$T$C$I$GT$$GT$9from_iter
    0	     0	other	_ZN111_$LT$alloc..vec..Vec$LT$T$GT$$u20$as$u20$alloc..vec..spec_from_iter_nested..SpecFromIterNested$LT$T$C$I$GT$$GT$9from_iter
    0	     0	other	_ZN111_$LT$alloc..vec..Vec$LT$T$GT$$u20$as$u20$alloc..vec..spec_from_iter_nested..SpecFromIterNested$LT$T$C$I$GT$$GT$9from_iter
    0	     0	other	_ZN13clutch_kernel11MarketState14validate_shape
    0	     0	other	_ZN13clutch_kernel11MarketState25effective_resolved_vector
    0	     0	other	_ZN13clutch_kernel12PayoutVector8validate
    0	     0	other	_ZN14clutch_bspline9BasisSpec9validated
    0	     0	other	_ZN15clutch_liveness21TreasuryServiceLedger13begin_service
    0	     0	other	_ZN15clutch_liveness21TreasuryServiceLedger5admit
    0	     0	other	_ZN18clutch_accumulator6window12WindowDomain13check_against
    0	     0	other	_ZN18clutch_accumulator6window12WindowDomain16encode_canonical
    0	     0	other	_ZN18clutch_accumulator6window12WindowDomain9range_len
    0	     0	other	_ZN18clutch_accumulator6window12WindowResult12check_domain
    0	     0	other	_ZN18clutch_accumulator6window16is_zero_identity
    0	     0	other	_ZN18clutch_accumulator6window17WindowAccumulator6result
    0	     0	other	_ZN18clutch_accumulator6window8bytes_eq
    0	     0	other	_ZN19solana_account_info11AccountInfo13data_is_empty
    0	     0	other	_ZN19solana_account_info11AccountInfo6assign
    0	     0	other	_ZN19solana_account_info11AccountInfo6resize
    0	     0	other	_ZN19solana_account_info11AccountInfo8data_len
    0	     0	other	_ZN19solana_account_info11AccountInfo8lamports
    0	     0	other	_ZN23clutch_solana_reference10resolution15ResolutionTerms7cell_of
    0	     0	other	_ZN23clutch_solana_reference13KernelAccount14validate_shape
    0	     0	other	_ZN23clutch_solana_reference13ReplayAccount6encode
    0	     0	other	_ZN26clutch_bspline_accumulator12FinalWeights8validate
    0	     0	other	_ZN26clutch_bspline_accumulator7Summary9gap_count
    0	     0	other	_ZN3std3sys3pal3sbf14abort_internal
    0	     0	other	_ZN3std3sys3pal3sbf5panic
    0	     0	other	_ZN3std3sys3pal3sbf7sol_log
    0	     0	other	_ZN3std5alloc8rust_oom
    0	     0	other	_ZN3std7process5abort
    0	     0	other	_ZN4core3fmt9Formatter12pad_integral12write_prefix
    0	     0	other	_ZN4core3ptr74drop_in_place$LT$$u5b$solana_account_info..AccountInfo$u3b$$u20$2$u5d$$GT$
    0	     0	other	_ZN4core3ptr74drop_in_place$LT$$u5b$solana_account_info..AccountInfo$u3b$$u20$3$u5d$$GT$
    0	     0	other	_ZN4core3ptr74drop_in_place$LT$$u5b$solana_account_info..AccountInfo$u3b$$u20$4$u5d$$GT$
    0	     0	other	_ZN4core3ptr74drop_in_place$LT$$u5b$solana_account_info..AccountInfo$u3b$$u20$5$u5d$$GT$
    0	     0	other	_ZN4core5slice29_$LT$impl$u20$$u5b$T$u5d$$GT$15copy_from_slice17len_mismatch_fail
    0	     0	other	_ZN4core5slice5index22slice_index_order_fail
    0	     0	other	_ZN4core5slice5index24slice_end_index_len_fail
    0	     0	other	_ZN4core5slice5index26slice_start_index_len_fail
    0	     0	other	_ZN50_$LT$A$u20$as$u20$core..slice..cmp..SliceChain$GT$11chaining_ge
    0	     0	other	_ZN5alloc2rc15Rc$LT$T$C$A$GT$9drop_slow
    0	     0	other	_ZN5alloc2rc15Rc$LT$T$C$A$GT$9drop_slow
    0	     0	other	_ZN5alloc5alloc18handle_alloc_error
    0	     0	other	_ZN5alloc5alloc6Global10alloc_impl
    0	     0	other	_ZN5alloc7raw_vec11finish_grow
    0	     0	other	_ZN5alloc7raw_vec12handle_error
    0	     0	other	_ZN62_$LT$core..cell..BorrowError$u20$as$u20$core..fmt..Display$GT$3fmt
    0	     0	other	_ZN71_$LT$solana_account_info..AccountInfo$u20$as$u20$core..clone..Clone$GT$5clone
    0	     0	other	__ashlti3
    0	     0	other	__fixunsdfdi
    0	     0	other	__floatundidf
    0	     0	other	__gedf2
    0	     0	other	__gtdf2
    0	     0	other	__lshrti3
    0	     0	other	__muldf3
    0	     0	other	custom_panic
    0	     0	other	memcpy
    0	     0	other	memmove
    0	     0	other	memset
